quote_id,corridor,service,field_id,actual,predicted,sources_used,no_signal,bucket
1002,USA-IND,C2C,tier_3_fee,0.6861,0.7238,historical,false,within_10
1002,USA-IND,C2C,target_margin_percent,20.639,21.1665,historical,false,within_10
1002,USA-IND,C2C,target_gm_percent,31.0078,34.4049,historical,false,within_25
1003,USA-IND,C2C,default_transaction_fee,1.3895,1.4713,historical,false,within_10
1003,USA-IND,C2C,default_fx_spread_percent,0.4165,0.4695,historical,false,within_25
1003,USA-IND,C2C,standard_commitment_fee,637.3316,606.3671,historical,false,within_10
1003,USA-IND,C2C,quoted_setup_price,11355.7573,12369.2939,historical,false,within_10
1003,USA-IND,C2C,service_request_fee_reversal,21.7851,19.5314,historical,false,within_25
1003,USA-IND,C2C,emergency_funding_fee,110.8058,120.437,historical,false,within_10
1003,USA-IND,C2C,tier_1_fee,1.0737,1.0793,historical,false,within_10
1003,USA-IND,C2C,tier_2_fee,0.9669,0.9032,historical,false,within_10
1003,USA-IND,C2C,tier_3_fee,0.6903,0.7238,historical,false,within_10
1003,USA-IND,C2C,target_margin_percent,23.908,20.639,historical,false,within_25
1003,USA-IND,C2C,target_gm_percent,32.0486,34.4049,historical,false,within_10
1004,USA-IND,C2C,default_transaction_fee,1.3582,1.4713,historical,false,within_10
1004,USA-IND,C2C,default_fx_spread_percent,0.4695,0.4235,historical,false,within_10
1004,USA-IND,C2C,standard_commitment_fee,606.3671,637.3316,historical,false,within_10
1004,USA-IND,C2C,quoted_setup_price,11409.0304,12369.2939,historical,false,within_10
1004,USA-IND,C2C,service_request_fee_reversal,19.5314,20.9108,historical,false,within_10
1004,USA-IND,C2C,emergency_funding_fee,123.3259,115.9962,historical,false,within_10
1004,USA-IND,C2C,tier_1_fee,1.1402,1.0737,historical,false,within_10
1004,USA-IND,C2C,tier_2_fee,0.8235,0.9464,historical,false,within_25
1004,USA-IND,C2C,tier_3_fee,0.7394,0.6903,historical,false,within_10
1004,USA-IND,C2C,target_margin_percent,20.0897,21.1665,historical,false,within_10
1004,USA-IND,C2C,target_gm_percent,34.4049,33.0338,historical,false,within_10
1005,USA-IND,C2C,default_transaction_fee,1.5482,1.453,historical,false,within_10
1005,USA-IND,C2C,default_fx_spread_percent,0.4707,0.4235,historical,false,within_25
1005,USA-IND,C2C,standard_commitment_fee,556.8679,637.3316,historical,false,within_25
1005,USA-IND,C2C,quoted_setup_price,12664.6598,11837.9374,historical,false,within_10
1005,USA-IND,C2C,service_request_fee_reversal,20.9108,19.5314,historical,false,within_10
1005,USA-IND,C2C,emergency_funding_fee,120.437,115.9962,historical,false,within_10
1005,USA-IND,C2C,tier_1_fee,1.0992,1.0737,historical,false,within_10
1005,USA-IND,C2C,tier_2_fee,0.9464,0.9032,historical,false,within_10
1005,USA-IND,C2C,tier_3_fee,0.6456,0.7238,historical,false,within_25
1005,USA-IND,C2C,target_margin_percent,20.343,21.1665,historical,false,within_10
1005,USA-IND,C2C,target_gm_percent,33.0338,34.4049,historical,false,within_10
1006,USA-PHL,C2C,default_transaction_fee,1.2894,1.38025,historical,false,within_10
1006,USA-PHL,C2C,default_fx_spread_percent,0.488,0.46140000000000003,historical,false,within_10
1006,USA-PHL,C2C,standard_commitment_fee,570.5117,584.0215000000001,historical,false,within_10
1006,USA-PHL,C2C,quoted_setup_price,12269.9081,12311.6458,historical,false,within_10
1006,USA-PHL,C2C,service_request_fee_reversal,18.3822,20.40935,historical,false,within_25
1006,USA-PHL,C2C,emergency_funding_fee,112.4618,121.66085000000001,historical,false,within_10
1006,USA-PHL,C2C,tier_1_fee,1.1438,1.12605,historical,false,within_10
1006,USA-PHL,C2C,tier_2_fee,0.8764,0.87305,historical,false,within_10
1006,USA-PHL,C2C,tier_3_fee,0.6454,0.6769000000000001,historical,false,within_10
1006,USA-PHL,C2C,target_margin_percent,22.759,22.35185,historical,false,within_10
1006,USA-PHL,C2C,target_gm_percent,31.8623,32.83985,historical,false,within_10
1007,USA-PHL,C2C,default_transaction_fee,1.2621,1.38025,historical,false,within_10
1007,USA-PHL,C2C,default_fx_spread_percent,0.4319,0.48255000000000003,historical,false,within_25
1007,USA-PHL,C2C,standard_commitment_fee,556.88,584.0215000000001,historical,false,within_10
1007,USA-PHL,C2C,quoted_setup_price,11357.2129,12420.92715,historical,false,within_10
1007,USA-PHL,C2C,service_request_fee_reversal,21.6088,19.2028,historical,false,within_25
1007,USA-PHL,C2C,emergency_funding_fee,118.966,121.66085000000001,historical,false,within_10
1007,USA-PHL,C2C,tier_1_fee,1.1436,1.12615,historical,false,within_10
1007,USA-PHL,C2C,tier_2_fee,0.8516,0.88545,historical,false,within_10
1007,USA-PHL,C2C,tier_3_fee,0.6443,0.6769000000000001,historical,false,within_10
1007,USA-PHL,C2C,target_margin_percent,21.4872,22.98775,historical,false,within_10
1007,USA-PHL,C2C,target_gm_percent,32.5824,32.4798,historical,false,within_10
1008,USA-PHL,C2C,default_transaction_fee,1.4574,1.2962500000000001,historical,false,within_25
1008,USA-PHL,C2C,default_fx_spread_percent,0.4915,0.46140000000000003,historical,false,within_10
1008,USA-PHL,C2C,standard_commitment_fee,587.9506,575.30205,historical,false,within_10
1008,USA-PHL,C2C,quoted_setup_price,12571.9462,12160.62675,historical,false,within_10
1008,USA-PHL,C2C,service_request_fee_reversal,19.2099,20.40225,historical,false,within_10
1008,USA-PHL,C2C,emergency_funding_fee,121.8409,120.2234,historical,false,within_10
1008,USA-PHL,C2C,tier_1_fee,1.0071,1.1437,historical,false,within_25
1008,USA-PHL,C2C,tier_2_fee,0.8951,0.864,historical,false,within_10
1008,USA-PHL,C2C,tier_3_fee,0.6602,0.6695,historical,false,within_10
1008,USA-PHL,C2C,target_margin_percent,20.3703,22.98775,historical,false,within_25
1008,USA-PHL,C2C,target_gm_percent,30.8927,32.83985,historical,false,within_10
1009,USA-PHL,C2C,default_transaction_fee,1.5406,1.2962500000000001,historical,false,within_25
1009,USA-PHL,C2C,default_fx_spread_percent,0.4457,0.48255000000000003,historical,false,within_10
1009,USA-PHL,C2C,standard_commitment_fee,642.493,575.30205,historical,false,within_25
1009,USA-PHL,C2C,quoted_setup_price,12051.3454,12420.92715,historical,false,within_10
1009,USA-PHL,C2C,service_request_fee_reversal,21.9662,19.2028,historical,false,within_25
1009,USA-PHL,C2C,emergency_funding_fee,121.4808,120.40344999999999,historical,false,within_10
1009,USA-PHL,C2C,tier_1_fee,1.1891,1.12605,historical,false,within_10
1009,USA-PHL,C2C,tier_2_fee,0.8205,0.88545,historical,false,within_10
1009,USA-PHL,C2C,tier_3_fee,0.6936,0.6528,historical,false,within_10
1009,USA-PHL,C2C,target_margin_percent,23.2165,22.1231,historical,false,within_10
1009,USA-PHL,C2C,target_gm_percent,33.0973,32.22235,historical,false,within_10
1010,USA-PHL,C2C,default_transaction_fee,1.3031,1.3734000000000002,historical,false,within_10
1010,USA-PHL,C2C,default_fx_spread_percent,0.4771,0.46685,historical,false,within_10
1010,USA-PHL,C2C,standard_commitment_fee,580.0924,579.2311500000001,historical,false,within_10
1010,USA-PHL,C2C,quoted_setup_price,12638.831,12160.62675,historical,false,within_10
1010,USA-PHL,C2C,service_request_fee_reversal,19.1957,20.40935,historical,false,within_10
1010,USA-PHL,C2C,emergency_funding_fee,124.6691,120.2234,historical,false,within_10
1010,USA-PHL,C2C,tier_1_fee,1.1085,1.1437,historical,false,within_10
1010,USA-PHL,C2C,tier_2_fee,0.8945,0.864,historical,false,within_10
1010,USA-PHL,C2C,tier_3_fee,0.7378,0.6528,historical,false,within_25
1010,USA-PHL,C2C,target_margin_percent,23.554,22.1231,historical,false,within_10
1010,USA-PHL,C2C,target_gm_percent,34.7912,32.22235,historical,false,within_10
1011,USA-MEX,C2C,default_transaction_fee,0.5991,0.4819,historical,false,within_25
1011,USA-MEX,C2C,default_fx_spread_percent,0.2581,0.2344,historical,false,within_10
1011,USA-MEX,C2C,standard_commitment_fee,230.7944,196.34665,historical,false,within_25
1011,USA-MEX,C2C,quoted_setup_price,4625.014,4442.35965,historical,false,within_10
1011,USA-MEX,C2C,service_request_fee_reversal,11.7524,8.862649999999999,historical,false,within_25
1011,USA-MEX,C2C,emergency_funding_fee,55.9105,48.18345,historical,false,within_25
1011,USA-MEX,C2C,tier_1_fee,0.4263,0.49460000000000004,historical,false,within_25
1011,USA-MEX,C2C,tier_2_fee,0.3591,0.4541,historical,false,outside_25
1011,USA-MEX,C2C,tier_3_fee,0.2459,0.32130000000000003,historical,false,outside_25
1011,USA-MEX,C2C,target_margin_percent,12.5907,12.047699999999999,historical,false,within_10
1011,USA-MEX,C2C,target_gm_percent,17.8335,19.577350000000003,historical,false,within_10
1012,USA-MEX,C2C,default_transaction_fee,0.5444,0.4819,historical,false,within_25
1012,USA-MEX,C2C,default_fx_spread_percent,0.2545,0.2362,historical,false,within_10
1012,USA-MEX,C2C,standard_commitment_fee,320.0886,196.34665,historical,false,outside_25
1012,USA-MEX,C2C,quoted_setup_price,4576.9798,4466.376749999999,historical,false,within_10
1012,USA-MEX,C2C,service_request_fee_reversal,8.3062,9.74925,historical,false,within_25
1012,USA-MEX,C2C,emergency_funding_fee,45.9742,48.55045,historical,false,within_10
1012,USA-MEX,C2C,tier_1_fee,0.5069,0.47735,historical,false,within_10
1012,USA-MEX,C2C,tier_2_fee,0.4763,0.3991,historical,false,within_25
1012,USA-MEX,C2C,tier_3_fee,0.3564,0.28500000000000003,historical,false,within_25
1012,USA-MEX,C2C,target_margin_percent,11.9633,12.3614,historical,false,within_10
1012,USA-MEX,C2C,target_gm_percent,20.4331,18.4905,historical,false,within_10
1013,USA-MEX,C2C,default_transaction_fee,0.4908,0.5086999999999999,historical,false,within_10
1013,USA-MEX,C2C,default_fx_spread_percent,0.2143,0.2563,historical,false,within_25
1013,USA-MEX,C2C,standard_commitment_fee,177.1194,219.42645,historical,false,within_25
1013,USA-MEX,C2C,quoted_setup_price,4307.7395,4600.9969,historical,false,within_10
1013,USA-MEX,C2C,service_request_fee_reversal,9.1573,9.4546,historical,false,within_10
1013,USA-MEX,C2C,emergency_funding_fee,48.0068,48.55045,historical,false,within_10
1013,USA-MEX,C2C,tier_1_fee,0.5193,0.47735,historical,false,within_10
1013,USA-MEX,C2C,tier_2_fee,0.4391,0.4141,historical,false,within_10
1013,USA-MEX,C2C,tier_3_fee,0.2838,0.32130000000000003,historical,false,within_25
1013,USA-MEX,C2C,target_margin_percent,12.1321,12.277000000000001,historical,false,within_10
1013,USA-MEX,C2C,target_gm_percent,19.1475,18.92035,historical,false,within_10
1014,USA-MEX,C2C,default_transaction_fee,0.473,0.5176000000000001,historical,false,within_10
1014,USA-MEX,C2C,default_fx_spread_percent,0.2959,0.2344,historical,false,within_25
1014,USA-MEX,C2C,standard_commitment_fee,208.0585,207.71460000000002,historical,false,within_10
1014,USA-MEX,C2C,quoted_setup_price,5375.2859,4442.35965,historical,false,within_25
1014,USA-MEX,C2C,service_request_fee_reversal,10.3412,8.862649999999999,historical,false,within_25
1014,USA-MEX,C2C,emergency_funding_fee,48.7408,48.18345,historical,false,within_10
1014,USA-MEX,C2C,tier_1_fee,0.4724,0.49460000000000004,historical,false,within_10
1014,USA-MEX,C2C,tier_2_fee,0.4691,0.3991,historical,false,within_25
1014,USA-MEX,C2C,tier_3_fee,0.2862,0.3201,historical,false,within_25
1014,USA-MEX,C2C,target_margin_percent,10.0881,12.3614,historical,false,within_25
1014,USA-MEX,C2C,target_gm_percent,20.0072,18.4905,historical,false,within_10
1015,USA-MEX,C2C,default_transaction_fee,0.4609,0.5176000000000001,historical,false,within_25
1015,USA-MEX,C2C,default_fx_spread_percent,0.2102,0.2563,historical,false,within_25
1015,USA-MEX,C2C,standard_commitment_fee,184.6348,219.42645,historical,false,within_25
1015,USA-MEX,C2C,quoted_setup_price,4252.6674,4600.9969,historical,false,within_10
1015,USA-MEX,C2C,service_request_fee_reversal,8.568,9.74925,historical,false,within_25
1015,USA-MEX,C2C,emergency_funding_fee,48.3601,48.3738,historical,false,within_10
1015,USA-MEX,C2C,tier_1_fee,0.4823,0.48965000000000003,historical,false,within_10
1015,USA-MEX,C2C,tier_2_fee,0.3514,0.4541,historical,false,outside_25
1015,USA-MEX,C2C,tier_3_fee,0.3582,0.28500000000000003,historical,false,within_25
1015,USA-MEX,C2C,target_margin_percent,12.9049,12.047699999999999,historical,false,within_10
1015,USA-MEX,C2C,target_gm_percent,15.4875,19.577350000000003,historical,false,outside_25
1016,GBR-NGA,B2B,default_transaction_fee,2.5291,2.3505000000000003,historical,false,within_10
1016,GBR-NGA,B2B,default_fx_spread_percent,0.8195,0.8707,historical,false,within_10
1016,GBR-NGA,B2B,standard_commitment_fee,1497.3426,1470.6756,historical,false,within_10
1016,GBR-NGA,B2B,quoted_setup_price,24335.9994,24077.77075,historical,false,within_10
1016,GBR-NGA,B2B,service_request_fee_reversal,38.2589,39.7517,historical,false,within_10
1016,GBR-NGA,B2B,emergency_funding_fee,249.1807,247.57819999999998,historical,false,within_10
1016,GBR-NGA,B2B,tier_1_fee,2.0959,1.97615,historical,false,within_10
1016,GBR-NGA,B2B,tier_2_fee,1.7418,1.6801,historical,false,within_10
1016,GBR-NGA,B2B,tier_3_fee,1.3517,1.4252,historical,false,within_10
1016,GBR-NGA,B2B,target_margin_percent,35.7716,34.62045,historical,false,within_10
1016,GBR-NGA,B2B,target_gm_percent,47.55,48.752750000000006,historical,false,within_10
1017,GBR-NGA,B2B,default_transaction_fee,2.4294,2.3505000000000003,historical,false,within_10
1017,GBR-NGA,B2B,default_fx_spread_percent,0.8775,0.8441000000000001,historical,false,within_10
1017,GBR-NGA,B2B,standard_commitment_fee,1461.8813,1488.40625,historical,false,within_10
1017,GBR-NGA,B2B,quoted_setup_price,25104.8697,24077.77075,historical,false,within_10
1017,GBR-NGA,B2B,service_request_fee_reversal,39.3535,39.485600000000005,historical,false,within_10
1017,GBR-NGA,B2B,emergency_funding_fee,241.5549,249.47435000000002,historical,false,within_10
1017,GBR-NGA,B2B,tier_1_fee,2.0414,1.97615,historical,false,within_10
1017,GBR-NGA,B2B,tier_2_fee,1.6974,1.7023000000000001,historical,false,within_10
1017,GBR-NGA,B2B,tier_3_fee,1.4505,1.40705,historical,false,within_10
1017,GBR-NGA,B2B,target_margin_percent,34.0228,35.43585,historical,false,within_10
1017,GBR-NGA,B2B,target_gm_percent,49.2704,47.89255,historical,false,within_10
1018,GBR-NGA,B2B,default_transaction_fee,2.279,2.3964,historical,false,within_10
1018,GBR-NGA,B2B,default_fx_spread_percent,0.8163,0.8707,historical,false,within_10
1018,GBR-NGA,B2B,standard_commitment_fee,1443.0396,1488.40625,historical,false,within_10
1018,GBR-NGA,B2B,quoted_setup_price,24061.0915,24215.2247,historical,false,within_10
1018,GBR-NGA,B2B,service_request_fee_reversal,38.8213,39.7517,historical,false,within_10
1018,GBR-NGA,B2B,emergency_funding_fee,249.768,247.28455,historical,false,within_10
1018,GBR-NGA,B2B,tier_1_fee,1.9839,2.0049,historical,false,within_10
1018,GBR-NGA,B2B,tier_2_fee,1.6233,1.7196,historical,false,within_10
1018,GBR-NGA,B2B,tier_3_fee,1.4117,1.42055,historical,false,within_10
1018,GBR-NGA,B2B,target_margin_percent,35.1001,34.956199999999995,historical,false,within_10
1018,GBR-NGA,B2B,target_gm_percent,49.5502,47.89255,historical,false,within_10
1019,GBR-NGA,B2B,default_transaction_fee,2.3634,2.3834999999999997,historical,false,within_10
1019,GBR-NGA,B2B,default_fx_spread_percent,0.8727,0.8441000000000001,historical,false,within_10
1019,GBR-NGA,B2B,standard_commitment_fee,1516.8522,1470.6756,historical,false,within_10
1019,GBR-NGA,B2B,quoted_setup_price,24094.45,24198.545449999998,historical,false,within_10
1019,GBR-NGA,B2B,service_request_fee_reversal,40.1499,39.0874,historical,false,within_10
1019,GBR-NGA,B2B,emergency_funding_fee,253.5982,247.28455,historical,false,within_10
1019,GBR-NGA,B2B,tier_1_fee,1.9684,2.01265,historical,false,within_10
1019,GBR-NGA,B2B,tier_2_fee,1.7548,1.6801,historical,false,within_10
1019,GBR-NGA,B2B,tier_3_fee,1.4387,1.40705,historical,false,within_10
1019,GBR-NGA,B2B,target_margin_percent,34.1408,35.43585,historical,false,within_10
1019,GBR-NGA,B2B,target_gm_percent,45.0351,48.752750000000006,historical,false,within_10
1020,GBR-NGA,B2B,default_transaction_fee,2.3376,2.3964,historical,false,within_10
1020,GBR-NGA,B2B,default_fx_spread_percent,0.8687,0.8461000000000001,historical,false,within_10
1020,GBR-NGA,B2B,standard_commitment_fee,1479.4699,1479.61195,historical,false,within_10
1020,GBR-NGA,B2B,quoted_setup_price,24030.5327,24215.2247,historical,false,within_10
1020,GBR-NGA,B2B,service_request_fee_reversal,41.7021,39.0874,historical,false,within_10
1020,GBR-NGA,B2B,emergency_funding_fee,245.3884,249.47435000000002,historical,false,within_10
1020,GBR-NGA,B2B,tier_1_fee,1.9597,2.01265,historical,false,within_10
1020,GBR-NGA,B2B,tier_2_fee,1.6628,1.7196,historical,false,within_10
1020,GBR-NGA,B2B,tier_3_fee,1.4024,1.4252,historical,false,within_10
1020,GBR-NGA,B2B,target_margin_percent,36.0606,34.62045,historical,false,within_10
1020,GBR-NGA,B2B,target_gm_percent,48.2351,48.4102,historical,false,within_10
1021,GBR-IND,C2C,default_transaction_fee,1.3012,1.3833,historical,false,within_10
1021,GBR-IND,C2C,default_fx_spread_percent,0.4479,0.4637,historical,false,within_10
1021,GBR-IND,C2C,standard_commitment_fee,606.3374,631.4493,historical,false,within_10
1021,GBR-IND,C2C,quoted_setup_price,12878.4808,12368.70985,historical,false,within_10
1021,GBR-IND,C2C,service_request_fee_reversal,19.9771,19.558149999999998,historical,false,within_10
1021,GBR-IND,C2C,emergency_funding_fee,129.1764,122.4071,historical,false,within_10
1021,GBR-IND,C2C,tier_1_fee,1.1184,1.1263,historical,false,within_10
1021,GBR-IND,C2C,tier_2_fee,0.8319,0.9418500000000001,historical,false,within_25
1021,GBR-IND,C2C,tier_3_fee,0.7359,0.7022,historical,false,within_10
1021,GBR-IND,C2C,target_margin_percent,22.3385,22.884349999999998,historical,false,within_10
1021,GBR-IND,C2C,target_gm_percent,30.5449,33.4346,historical,false,within_10
1022,GBR-IND,C2C,default_transaction_fee,1.4463,1.3127,historical,false,within_10
1022,GBR-IND,C2C,default_fx_spread_percent,0.4901,0.4475,historical,false,within_10
1022,GBR-IND,C2C,standard_commitment_fee,627.945,620.6455000000001,historical,false,within_10
1022,GBR-IND,C2C,quoted_setup_price,12886.0036,12368.70985,historical,false,within_10
1022,GBR-IND,C2C,service_request_fee_reversal,20.3168,19.3883,historical,false,within_10
1022,GBR-IND,C2C,emergency_funding_fee,113.1529,126.99575,historical,false,within_25
1022,GBR-IND,C2C,tier_1_fee,1.1782,1.0967,historical,false,within_10
1022,GBR-IND,C2C,tier_2_fee,0.9686,0.9093,historical,false,within_10
1022,GBR-IND,C2C,tier_3_fee,0.6497,0.7202,historical,false,within_25
1022,GBR-IND,C2C,target_margin_percent,20.3048,22.884349999999998,historical,false,within_25
1022,GBR-IND,C2C,target_gm_percent,34.6531,31.625799999999998,historical,false,within_10
1023,GBR-IND,C2C,default_transaction_fee,1.3051,1.3833,historical,false,within_10
1023,GBR-IND,C2C,default_fx_spread_percent,0.4094,0.4641,historical,false,within_25
1023,GBR-IND,C2C,standard_commitment_fee,592.0285,631.4493,historical,false,within_10
1023,GBR-IND,C2C,quoted_setup_price,11937.3979,12839.2513,historical,false,within_10
1023,GBR-IND,C2C,service_request_fee_reversal,18.7832,20.14695,historical,false,within_10
1023,GBR-IND,C2C,emergency_funding_fee,118.0976,126.99575,historical,false,within_10
1023,GBR-IND,C2C,tier_1_fee,1.067,1.1480000000000001,historical,false,within_10
1023,GBR-IND,C2C,tier_2_fee,0.8937,0.9418500000000001,historical,false,within_10
1023,GBR-IND,C2C,tier_3_fee,0.6921,0.7202,historical,false,within_10
1023,GBR-IND,C2C,target_margin_percent,23.8917,22.604300000000002,historical,false,within_10
1023,GBR-IND,C2C,target_gm_percent,32.7067,32.3537,historical,false,within_10
1024,GBR-IND,C2C,default_transaction_fee,1.539,1.3127,historical,false,within_25
1024,GBR-IND,C2C,default_fx_spread_percent,0.4803,0.4475,historical,false,within_10
1024,GBR-IND,C2C,standard_commitment_fee,660.3191,617.1412,historical,false,within_10
1024,GBR-IND,C2C,quoted_setup_price,12800.0218,12407.93935,historical,false,within_10
1024,GBR-IND,C2C,service_request_fee_reversal,20.4113,19.3883,historical,false,within_10
1024,GBR-IND,C2C,emergency_funding_fee,126.7166,122.68625,historical,false,within_10
1024,GBR-IND,C2C,tier_1_fee,1.075,1.1480000000000001,historical,false,within_10
1024,GBR-IND,C2C,tier_2_fee,0.9588,0.9093,historical,false,within_10
1024,GBR-IND,C2C,tier_3_fee,0.7123,0.7101,historical,false,within_10
1024,GBR-IND,C2C,target_margin_percent,22.8701,22.61855,historical,false,within_10
1024,GBR-IND,C2C,target_gm_percent,29.6636,33.4346,historical,false,within_25
1025,GBR-IND,C2C,default_transaction_fee,1.3203,1.3757,historical,false,within_10
1025,GBR-IND,C2C,default_fx_spread_percent,0.4471,0.4641,historical,false,within_10
1025,GBR-IND,C2C,standard_commitment_fee,634.9536,617.1412,historical,false,within_10
1025,GBR-IND,C2C,quoted_setup_price,11477.6166,12839.2513,historical,false,within_25
1025,GBR-IND,C2C,service_request_fee_reversal,18.7995,20.14695,historical,false,within_10
1025,GBR-IND,C2C,emergency_funding_fee,127.2749,122.4071,historical,false,within_10
1025,GBR-IND,C2C,tier_1_fee,1.1776,1.0967,historical,false,within_10
1025,GBR-IND,C2C,tier_2_fee,0.9249,0.92625,historical,false,within_10
1025,GBR-IND,C2C,tier_3_fee,0.7281,0.7022,historical,false,within_10
1025,GBR-IND,C2C,target_margin_percent,22.8986,22.604300000000002,historical,false,within_10
1025,GBR-IND,C2C,target_gm_percent,34.1625,31.625799999999998,historical,false,within_10
1026,ARE-IND,B2B,default_transaction_fee,1.2738,1.3898,historical,false,within_10
1026,ARE-IND,B2B,default_fx_spread_percent,0.4579,0.4735,historical,false,within_10
1026,ARE-IND,B2B,standard_commitment_fee,648.3002,570.8538,historical,false,within_25
1026,ARE-IND,B2B,quoted_setup_price,12064.6932,12309.6273,historical,false,within_10
1026,ARE-IND,B2B,service_request_fee_reversal,18.5063,20.0656,historical,false,within_10
1026,ARE-IND,B2B,emergency_funding_fee,113.0086,123.8133,historical,false,within_10
1026,ARE-IND,B2B,tier_1_fee,1.0925,1.0928,historical,false,within_10
1026,ARE-IND,B2B,tier_2_fee,0.9346,0.8729,historical,false,within_10
1026,ARE-IND,B2B,tier_3_fee,0.7058,0.7186,historical,false,within_10
1026,ARE-IND,B2B,target_margin_percent,23.1033,22.4333,historical,false,within_10
1026,ARE-IND,B2B,target_gm_percent,31.818,33.52,historical,false,within_10
1027,ARE-IND,B2B,default_transaction_fee,1.3898,1.3565,historical,false,within_10
1027,ARE-IND,B2B,default_fx_spread_percent,0.4735,0.4579,historical,false,within_10
1027,ARE-IND,B2B,standard_commitment_fee,638.315,570.8538,historical,false,within_25
1027,ARE-IND,B2B,quoted_setup_price,12309.6273,12064.6932,historical,false,within_10
1027,ARE-IND,B2B,service_request_fee_reversal,20.1225,19.7834,historical,false,within_10
1027,ARE-IND,B2B,emergency_funding_fee,126.3754,120.8234,historical,false,within_10
1027,ARE-IND,B2B,tier_1_fee,1.0085,1.0928,historical,false,within_10
1027,ARE-IND,B2B,tier_2_fee,0.8729,0.9346,historical,false,within_10
1027,ARE-IND,B2B,tier_3_fee,0.7299,0.7058,historical,false,within_10
1027,ARE-IND,B2B,target_margin_percent,22.4333,22.6488,historical,false,within_10
1027,ARE-IND,B2B,target_gm_percent,33.1164,33.52,historical,false,within_10
1028,ARE-IND,B2B,default_transaction_fee,1.5339,1.3565,historical,false,within_25
1028,ARE-IND,B2B,default_fx_spread_percent,0.4817,0.4579,historical,false,within_10
1028,ARE-IND,B2B,standard_commitment_fee,570.8538,638.315,historical,false,within_25
1028,ARE-IND,B2B,quoted_setup_price,12766.9972,12064.6932,historical,false,within_10
1028,ARE-IND,B2B,service_request_fee_reversal,20.0656,19.7834,historical,false,within_10
1028,ARE-IND,B2B,emergency_funding_fee,123.8133,120.8234,historical,false,within_10
1028,ARE-IND,B2B,tier_1_fee,1.0928,1.0925,historical,false,within_10
1028,ARE-IND,B2B,tier_2_fee,0.833,0.9346,historical,false,within_25
1028,ARE-IND,B2B,tier_3_fee,0.6846,0.7186,historical,false,within_10
1028,ARE-IND,B2B,target_margin_percent,22.6488,22.4333,historical,false,within_10
1028,ARE-IND,B2B,target_gm_percent,33.52,33.1164,historical,false,within_10
1029,ARE-IND,B2B,default_transaction_fee,1.3565,1.3898,historical,false,within_10
1029,ARE-IND,B2B,default_fx_spread_percent,0.4165,0.4735,historical,false,within_25
1029,ARE-IND,B2B,standard_commitment_fee,562.8379,638.315,historical,false,within_25
1029,ARE-IND,B2B,quoted_setup_price,11325.9368,12309.6273,historical,false,within_10
1029,ARE-IND,B2B,service_request_fee_reversal,19.7834,20.0656,historical,false,within_10
1029,ARE-IND,B2B,emergency_funding_fee,120.8234,123.8133,historical,false,within_10
